step, learning_rate, loss_function, sampling_time, target_gathering_time, valid_loss_time, gradient_step_time, iteration_time, step_time, cumulative_elapsed_time
0,1.000000e-06,9.2016210938e+03,7.88212e-04,1.88727e-01,7.89449e-01,4.18726e+00,5.16626e+00,5.16627e+00,6.16536e+00
1024,1.000000e-06,3.8888247070e+03,6.31332e-04,8.39949e-04,2.14028e-03,7.63726e-03,1.12748e-02,1.35998e+01,1.45989e+01
