step, learning_rate, loss_function, sampling_time, target_gathering_time, valid_loss_time, gradient_step_time, iteration_time, step_time, cumulative_elapsed_time
0,1.000000e-06,1.2471629639e+03,7.18117e-04,3.08748e-01,1.78881e-01,2.26656e+00,2.75495e+00,2.75496e+00,1.78473e+01
1024,1.000000e-06,7.0567773438e+02,6.47545e-04,1.46174e-03,2.16484e-03,4.11558e-03,8.41689e-03,8.86419e+00,2.39565e+01
