step, learning_rate, loss_function, sampling_time, target_gathering_time, valid_loss_time, gradient_step_time, iteration_time, step_time, cumulative_elapsed_time
0,1.000000e-03,1.7762345312e+05,8.72374e-04,9.99856e-01,8.65772e-01,4.39575e+00,6.26424e+00,6.26426e+00,7.95110e+00
1024,1.000000e-06,6.9905878906e+03,6.39915e-04,3.88265e-03,2.86889e-03,7.87377e-03,1.55070e-02,1.90288e+01,2.07157e+01
