step, learning_rate, loss_function, sampling_time, target_gathering_time, valid_loss_time, gradient_step_time, iteration_time, step_time, cumulative_elapsed_time
0,1.000000e-03,9.6952716064e+02,7.19070e-04,3.15257e-01,1.86212e-01,1.46663e+00,1.96911e+00,1.96912e+00,4.83179e+01
1024,1.000000e-06,7.6926531982e+02,6.02245e-04,3.00908e-03,2.08497e-03,3.09539e-03,9.09853e-03,8.77915e+00,5.51279e+01
